name,COG0016,COG0049,COG0051,COG0052,COG0064,COG0081,COG0085,COG0086,COG0087,COG0090,COG0091,COG0092,COG0093,COG0094,COG0096,COG0098,COG0099,COG0100,COG0103,COG0201,COG0202,COG0480,COG0532,COG0533,COG0541,COG0552,COG5257,PCA_Score1(0.4191431362755863),PCA_Score2(0.09763463057784694),PCA_Score3(0.07062674192378664)
GCA_002011165,0.257179939,0.131762193,0.205416244,0.242446824,0.455403507,0.166704869,0.201522478,0.305976213,0.134781562,0.499754055,0.377160486,0.237855061,0.308947865,0.226282701,0.21419471,0.290059081,0.306471712,0.083605778,0.245090104,0.269960511,0.104372367,0.340896076,0.38574671,0.274658623,0.253391323,0.183298163,0.237985073,-2.107248276440215,1.7317357421223536,-0.34596451210206175
GCA_002011395,0.315298951,0.112681557,0.249990464,,,0.297998957,0.195212971,0.239411015,0.211198985,0.172933227,0.231736855,0.189027104,0.166331197,0.245911849,0.070501174,0.547790852,,0.217537424,0.251653726,0.371425297,0.262060276,0.318096688,0.218498946,0.204492764,0.161611103,0.293920663,0.102932325,-2.3390390652345485,1.6172979680004027,-1.3872985180993722
GCA_002067795,0.454367858,0.121019361,0.311251806,0.324505034,0.604648164,0.214826758,0.249186451,0.342570705,0.284227041,0.720040083,0.394501772,0.4178666,0.431442163,0.385714637,0.26899475,0.39724908,0.434276614,0.081295313,0.281460403,0.385628252,0.362418559,0.431860071,0.707998894,0.343171843,0.384816821,0.508473897,0.364371772,1.192075939713705,2.115530672097865,-0.8875603362013881
GCA_002069705,0.675127639,0.744255974,0.660486117,0.620081264,,,0.495560347,0.599041598,0.436834679,0.562973072,,0.461373315,0.753597716,0.828546125,0.94959978,0.622710252,0.660585906,0.778622697,0.623791177,0.658861801,0.51249406,0.555029238,0.585445571,0.507692581,0.558893468,0.515144105,0.689947411,6.908799648377813,-1.2891901927727207,0.4631058988736966
GCA_002177135,,,0.547407651,0.678415953,0.718549648,0.702490988,0.490871783,0.805222305,,0.814974061,,,0.753834673,0.871119526,,0.946479761,0.871812894,,0.669646021,0.56779642,0.790948307,0.687278233,,0.789317349,,0.745834447,0.684026408,7.578864368002977,1.7489481652626386,-3.6163623793896815
GCA_002208625,0.113376294,0.263839115,0.178740079,0.156468396,0.159466587,0.049711441,0.115883076,0.132908876,0.121755458,0.643454512,0.542570997,0.14194307,0.157850783,0.164445859,0.892079544,0.781642874,0.048373486,0.054332779,0.319179028,0.42164401,0.15156972,0.213303927,0.405803153,0.22658984,0.443564669,0.165367288,0.398553761,-2.0827332291856435,0.9827784390485091,0.6985860385880166
GCA_002214465,0.541159225,0.250001503,0.062860569,0.132409834,,0.041369188,0.079683856,0.090007443,0.187463628,0.342801504,0.144967755,0.03511457,0.057403101,0.4474661,0.400223784,0.432155681,0.08269003,0.183750135,0.086713311,0.208959484,0.013000856,0.151068877,0.199052708,0.152223004,0.3112839,0.156239803,0.055162454,-4.174988285306878,0.1510971646353391,0.0218983607977097
GCA_002214605,0.529330933,0.239271471,0.075373394,0.114127621,,0.052433042,0.091762123,0.088309634,0.146028513,0.356927163,0.130493015,0.029988972,0.064032798,0.458990617,0.441251384,0.43952647,0.070748718,0.138246463,0.068016533,0.166541049,0.011882053,0.154328668,0.222453631,0.151246748,0.271320628,0.139220409,0.029068507,-4.321582214376899,0.19772866935122804,0.07176751958474518
GCA_002254545,0.190865823,0.227563799,0.18526636,0.098124425,,0.102291791,0.159379272,0.03006002,0.010381823,0.165740242,,0.162310523,0.153990471,0.183001968,0.104122709,0.186456296,0.190225589,0.408997236,0.112346033,0.143774868,0.100096363,,0.040111328,0.103167259,0.198793876,0.4748401,,-4.125174923540416,-0.12779663509800698,-1.3610997419742417
GCA_002254565,,0.168783544,0.069829892,0.037731438,0.169279163,0.132180336,0.091563497,0.046907362,0.029668852,0.068211342,0.124307963,0.264158023,0.133305219,0.099700536,0.181833813,0.279490016,0.05598019,0.196123553,0.054629678,0.209009575,0.151552573,0.165614931,0.117403783,,0.074235953,0.106539299,0.074081325,-5.436318471315702,-0.0306152178087732,-0.9232533254815036
GCA_002254595,,,,0.183100517,,,0.085086199,0.077383038,,,0.23895538,0.130024788,0.23785197,0.325577432,0.433782613,0.18689419,0.484679168,0.309409036,,0.193956211,,,0.399275743,0.155095136,0.674913655,0.12755204,0.043362108,-1.4141502366127117,-0.698470389603447,1.0621084011108917
GCA_002254665,0.947069682,0.649142344,0.490277273,0.154265726,,0.750554684,0.047750274,0.172893698,0.572980541,0.343590528,0.307147429,0.292789641,0.188244966,0.89360901,0.651788736,0.395797699,0.551832209,0.70142714,0.192026269,0.672142373,0.21099986,0.694031986,0.889902976,0.322730885,0.756127896,0.233024549,0.825880213,3.757571509235345,-2.983096984960058,1.9642936639479822
GCA_002254805,0.155003243,0.544380284,0.362809605,,,0.388763025,0.18837553,0.166883064,0.287989351,,,0.305610825,0.434515751,0.344332801,0.551641832,0.156166279,0.413037176,0.563219418,0.304390838,0.371801783,0.217459568,0.258431642,,0.332126218,0.306039422,0.194735592,,-0.308290159103133,-1.4391187296428747,0.32211736020984516
GCA_002254895,0.520728279,,0.281653652,,,0.193114153,0.045636893,0.1370144,0.189549301,0.1194817,0.084769918,,,0.301843386,0.385714815,,0.442689563,0.524592249,0.108497504,0.161864456,0.057486346,0.370651895,,0.117298499,0.356074369,0.120183802,,-1.9182037781725645,-1.8404038343677123,0.3630900292948418
GCA_002255045,0.035711881,0.323962269,0.22755865,0.23881186,0.25643348,0.108074533,0.150923836,0.297670795,0.168322575,0.13532794,0.12590392,0.152607227,0.425766764,0.248116293,0.343645299,0.070805403,0.135414229,0.234489533,0.167918931,0.063678622,0.166293621,0.218048686,0.338783497,0.081268042,0.280684268,0.18053589,0.239737801,-3.6201675785714618,-0.322933322193856,0.8326747723880397
GCA_002255065,0.64777104,0.511037669,0.455461763,0.172255533,0.250379117,0.361797807,,0.071430938,0.573089957,0.279431374,,,,,,,0.457812791,0.680011196,0.18003511,0.386140187,0.163749968,0.639589966,0.460338717,0.227409762,0.499634803,0.208163669,0.677881012,0.9437000863023489,-1.7159942385584992,1.2349083263818463
GCA_002490245,0.49423186,0.632384643,0.524309787,0.352498864,0.691440273,0.3514076,0.310596372,0.543213277,0.294704276,0.196612506,0.294297378,0.375346665,0.476185372,0.520185895,0.546244189,0.157384146,0.308942329,0.447752266,0.356716904,0.051725529,0.244015491,0.488024046,0.474208226,0.047638584,0.446397897,0.075958692,0.237103544,0.8022083486643392,-0.7597603869666893,2.357912109320882
GCA_002494485,0.125592432,0.687822859,0.149450776,0.524143061,0.143841127,0.389387397,0.430593006,0.427545211,0.424465846,0.53686761,0.44759817,0.461270495,,0.244306597,0.497824116,,0.223736495,0.203394227,0.422176922,0.234526719,0.253488639,,0.431813269,0.186793328,0.12355713,0.179883426,0.198601837,-0.00991685825071276,1.1185342230879922,2.0453628771773604
GCA_002494765,0.24742674,0.11623081,0.226999389,0.177642912,,0.185395019,0.174682229,0.149036623,0.286976566,0.042957693,0.3158645,0.119868549,0.099826646,0.199906258,0.086630234,0.267615597,0.160531578,0.237757613,0.16482604,0.348963059,0.130582371,0.256996397,0.116674857,0.226624974,0.24713638,0.209779913,0.036850253,-3.8993149085646,1.2764241082342893,-0.570405744840453
GCA_002494785,0.12891948,0.30315377,0.182580784,0.179785318,0.163115328,0.072439437,0.123842147,0.112990576,0.116988432,0.744814649,0.635443836,0.236596817,0.168435485,0.17947389,0.895216211,0.78085967,0.050479118,0.099196412,0.347843524,0.586425261,0.140397592,0.211342749,0.404943227,0.248083498,0.575083738,0.191677042,0.360684254,-1.3816002020297433,1.1864185854839104,0.7787903619039952
GCA_002495315,0.069447884,0.626354961,0.153796885,0.430823969,,0.282612534,0.305534189,0.317125808,0.320003933,0.385215619,0.284197716,0.438765541,0.667650673,0.245894381,0.403778397,0.328733186,0.131587092,0.325334354,0.291458498,0.184566287,0.253015901,0.508473517,0.381542224,0.153376855,0.136416902,0.13404039,0.153734915,-0.8951805270342392,0.4241544238962217,1.4406885346746072
GCA_002495405,0.287157947,0.270690872,0.654137286,0.357914209,,0.178407513,,0.16648465,0.126740196,0.339025733,,,,,,,0.303060587,0.363314282,,,0.585140933,0.249674043,0.358372454,0.203604973,0.079408386,0.48245226,0.105056316,-0.4733100651581156,0.571909475988122,-1.487753502607473
GCA_002497285,0.458306382,0.610867777,0.570790013,0.597057676,,0.58415124,0.187734588,0.281420118,0.327603732,0.386352411,,0.399870369,0.629435268,0.684568858,0.681299227,0.413311346,0.515333191,0.698169929,0.408490868,0.556729868,0.662367171,0.676406386,0.401478706,0.529600818,,0.303011084,0.554134964,4.020231699418846,-1.654906916434298,-0.2201712097938846
GCA_002499185,0.201164827,0.51023698,0.414608824,0.242783597,,,0.204498872,0.18440375,0.301818854,0.351194005,,0.241323007,0.427113991,0.35613353,0.500815299,0.254134429,0.457399523,0.540646502,0.331669888,0.448656702,0.220616061,0.398596189,0.239490158,0.35617788,0.247106236,0.207381918,0.390549014,-0.13793212075281025,-1.0451625903948634,-0.20799520675530894
GCA_002499405,0.166256498,0.534266378,0.288881444,0.02963636,,0.226898912,0.059333354,0.211378484,0.15089601,0.076640203,,0.422268023,0.424215175,0.22958266,0.26928232,0.29668631,0.483628969,0.284182685,0.280149827,0.120986464,0.330808788,0.012272629,0.094107116,,0.164423235,0.33629219,0.474979441,-2.1093748612250596,-1.7255123703024724,-1.7202628407194518
GCA_002502135,0.058150177,0.076997605,0.171537939,0.073500362,,0.096247589,0.116994127,0.039466195,0.027223297,0.082359953,0.101215216,0.07105476,0.038227663,0.067102136,0.139170446,0.049718,0.074197878,0.254041009,0.065143257,0.238392202,0.109958025,0.157998591,0.125028396,,0.220406286,0.00452861,0.283360625,-5.724512478126519,0.033591804488159564,-0.8335891115065798
GCA_002502685,0.341057717,0.108583212,0.356233852,0.244971819,,0.174469968,0.310298217,0.234563511,0.449630273,0.071633145,0.63856769,0.255589233,0.203126964,0.220060307,,,0.208962445,0.129446931,0.200118938,,0.108063856,0.537262676,,0.305915625,,0.388970978,0.155023952,-1.3907264929108698,2.192365138649625,0.6701337431571526
GCA_002502965,0.824992941,0.116397001,0.376628739,0.693065056,0.364719727,0.64285603,0.660927808,0.563638166,0.69407293,0.225609889,0.835865959,0.466124898,0.1917193,0.345923463,0.151885675,0.82241351,0.272906004,0.171586511,0.251337192,0.521824825,0.225949858,0.404180282,0.371281143,0.444440708,0.262596178,0.305244445,0.233766711,2.5109954518412687,4.270237116299425,0.7268198741528944
GCA_002503825,0.701407966,0.088046236,0.652538854,0.616538288,0.56162724,0.613640159,0.465938648,0.689716225,0.803725485,0.734429788,0.134573725,0.61262026,0.678257372,0.420393991,0.136772308,0.368335003,0.696855956,0.104249164,0.833293842,0.854308145,0.93611372,0.634668584,0.881848402,0.633028749,0.702451804,0.301315237,0.926282887,7.505908644153786,2.4980414320151847,-0.6973882715896309
GCA_002504725,0.12636388,0.308316923,0.185152154,0.167315071,0.153451746,0.07456625,0.128435291,0.125268981,0.133080468,0.831974133,0.67665935,0.161318637,0.179543299,0.184419103,0.947340463,0.894272712,0.054419127,0.125479147,0.330030268,0.613131358,0.127686977,0.206493815,0.450952268,0.258020074,0.591547529,0.521903611,0.441507038,-0.7083160983003728,1.2991851661506164,0.05237310248281232
GCA_002505345,0.673292759,0.131682429,0.381301395,0.761851052,0.45922245,0.71970594,0.675952783,0.626708024,0.649069175,0.224070482,0.818942873,0.451304913,0.178051847,0.387404999,0.133171349,0.790014148,0.285890662,0.188051752,0.24625917,0.507416066,0.255167546,0.375245423,0.375613471,0.379858238,0.243910388,0.268965376,0.262846457,2.550061095751639,4.328152650902533,0.7721247094566732
GCA_002505585,0.311684816,0.394900931,0.402468275,0.275870756,,0.277533932,0.303170084,0.172407739,0.190916633,0.2147131,,0.186494749,0.351859873,0.360014296,0.3301096,0.230968935,0.240196128,0.327652956,0.273482833,0.550512508,0.214692675,0.33013441,0.356323634,0.280490367,0.438390567,0.316756607,0.395584519,-0.7200282339304664,0.3325423290948915,-0.03500502238362815
GCA_002506335,0.442034422,0.146434477,0.290288706,0.2966369,0.557939891,0.237591424,0.248757165,0.352560523,0.25924329,0.793595978,0.381975198,0.363413397,0.409287379,0.40247001,0.253451041,,0.434148192,0.070829467,0.333629972,0.348018171,0.35489574,0.417395846,0.68806928,0.329531866,0.399055975,0.502942238,0.186274056,0.880468357991134,2.2578722275098966,-0.7333932318288687
GCA_002508905,0.130718417,0.26091665,0.178687881,0.179288211,0.176528293,0.053403998,0.119351911,0.12876554,0.132144636,0.782247875,0.583906752,0.156411296,0.165502034,0.16988248,0.921388626,0.719805629,0.055996388,0.073616865,0.318342404,0.468731025,0.14846966,0.207932558,0.381109404,0.22958564,0.515123002,0.185042928,0.364238991,-1.7709577820465208,1.0954891597603467,0.7906493158654201
GCA_002686195,0.497785193,0.61310185,0.651655701,,0.451840982,0.608192251,0.18322473,0.322986958,0.341980355,0.4120731,,0.460136034,0.73219887,0.740829383,,0.374233855,0.527589166,0.744559061,,0.609420494,0.740178213,0.350668464,0.337659227,,0.434702969,0.569270965,0.449815791,3.616518171330538,-1.8132616885673607,-1.4176461986020144
GCA_002686315,0.674986001,0.74083542,0.397876676,0.447419801,,0.787569446,,0.074072592,0.213915064,0.579723609,,0.448267319,0.692050742,0.903418247,0.804266869,0.378883282,0.314706614,,,0.479444307,,0.655148556,,,0.645564529,0.318307451,0.883198976,3.6885593304976014,-2.225299096915261,1.065355892118363
GCA_002686855,0.470453411,0.614206757,0.491195305,0.399410706,,0.401459643,0.404329154,0.605072112,0.58680746,0.468466377,0.51048889,0.353033945,0.505452941,0.589590731,0.364954756,0.395143024,0.414444984,0.409362225,0.44718689,0.436085744,0.647091557,0.685058184,,,0.70962232,0.187025026,0.51350953,3.5430276547151776,0.4810564386717402,1.5714532216667274
GCA_002687185,0.267244478,0.429885672,0.271423969,0.272324795,0.254924213,0.291051715,0.301379882,0.176985881,0.185654181,0.232708992,,0.192192866,0.395773348,0.311565845,0.390181808,0.155195058,0.270574929,0.268288927,0.260631335,0.355054875,0.168794157,0.269350946,0.295291416,0.292614181,,0.129314153,0.378315996,-1.5834405035874977,-0.10186556129962986,0.6524644038918977
GCA_002687255,0.399914475,0.518928299,0.618990631,,0.367002417,0.543830078,0.176878479,0.26772959,0.318132789,0.384168504,,0.381483427,0.685040111,0.685121675,,,0.504934191,0.695552192,,0.621765656,0.686612313,0.406976429,0.291943534,,0.502640912,0.250092015,0.53445592,2.6651671534024626,-1.6769712055291817,-0.6570842170463264
GCA_002687775,0.542577613,0.572709436,,0.355772594,,,0.29730501,0.249084139,0.247906088,0.357669303,,0.426769637,0.556569465,0.465612739,0.518492895,0.310346635,,,,0.511870556,,,,0.65199262,0.5751409,0.29226709,0.64541334,1.8376564096241979,-0.8875066043521105,-0.24626648554210256
GCA_002687815,0.517093405,0.535462555,0.365879655,0.324170086,0.171813618,0.29238505,0.320068765,0.209300954,0.167557224,0.243030267,0.484181292,0.184423293,0.34587527,0.395282257,0.359914481,0.225648806,0.306082666,0.337515284,0.305169814,0.536526289,0.175358693,0.282590668,0.461209857,0.320798482,0.48482991,0.280658842,0.334944353,-0.22653354633341383,0.12908612507709996,0.7935380888945363
GCA_002687825,,0.514327736,0.319682376,0.295601548,0.298520896,0.298796617,0.325563563,0.208212862,0.232737157,0.296094938,,0.186224916,0.338555429,0.356516007,0.428092457,0.182270805,0.231542019,0.309950619,0.266219537,0.541019607,0.212548276,0.326624492,0.323567121,0.307663376,,,0.317414657,-0.7552624853343732,0.17277774091615572,0.4672580427572139
GCA_002688015,0.45440868,0.616190738,0.657300233,0.623368437,0.448609342,0.626737676,0.213948879,0.268698221,0.294462501,0.393243365,,0.385402993,0.648088448,0.700340449,0.548475624,0.383093666,0.571382398,0.700008945,0.398177342,0.596427809,0.706813578,0.336451161,0.417328634,0.536782545,,,0.468524513,3.9182205283774123,-1.5938805738847037,-0.8823406746130366
GCA_002688035,0.633722945,0.387171843,0.068734637,0.020929377,,0.32044674,0.115428182,0.167424399,0.133564323,0.163403378,0.242052561,0.609850303,0.224118096,0.02493554,0.177357014,0.058964542,0.206194702,0.777970294,0.221395491,0.156520153,0.20883494,0.168168664,0.064340253,0.173752304,,,0.230240491,-2.821346935505965,-2.0817628662139813,-0.4204661855463101
GCA_002688095,0.433292684,,,0.28887487,0.320812662,0.280398629,,,0.20079912,0.328341271,,0.197422433,0.295292385,0.354847709,0.373801647,0.200928078,0.263415708,0.273258744,0.34869628,0.54610429,0.226639664,,0.385561906,0.311730836,0.442270125,0.105372614,0.400455295,-0.5605511951740592,0.36192060735773085,0.6441386369086992
GCA_002688315,0.415602044,0.392783911,0.377622356,0.478827239,0.609879693,0.351236034,0.29185866,0.341716964,0.344331999,0.310513474,,0.28346236,0.434569675,0.466912646,0.427103504,0.299348067,0.24135158,0.477173656,0.370168457,0.364674898,0.370615987,0.33189305,0.211184639,0.309518099,0.448253191,0.319559699,0.416778516,0.8814574500463382,0.06187242569460989,-0.12589306528332803
GCA_002688325,0.136205985,0.612906113,0.269075713,0.285636343,0.304928438,,0.316373067,0.193818822,0.184433257,0.236636146,,0.189724459,0.314403174,0.318155206,0.287484081,0.20804992,0.254277479,0.309592811,0.296327517,0.502203587,0.2073531,0.297305191,0.388042497,0.312983422,0.442314682,0.196016542,0.391141373,-1.029929068358291,0.047618784854536016,0.5631974347885089
GCA_002688355,0.365868072,0.62014795,0.326332676,0.328649703,0.296514102,0.265413416,0.31423811,0.181903359,0.213519675,0.258824744,0.293049383,0.185630155,0.35606262,0.342684798,0.337760633,0.164262075,0.306019693,0.308452251,0.290276602,0.514697533,0.189271663,0.289726918,0.341913182,0.304352544,0.448449017,0.27583949,0.367071542,-0.6834215951555661,-0.20168672504373406,0.4195583284643202
GCA_002688965,0.445389841,0.27300135,0.320949922,0.115838159,0.161099011,0.149072697,0.197663021,0.035747942,0.045412598,0.10404366,,0.175759337,0.119283854,0.183118277,0.212489463,0.237425192,0.134133298,0.285474228,0.116444174,0.206215043,0.100007318,0.129824399,,0.146434855,0.142909525,0.082959324,0.246151312,-4.164141252518438,-0.10593477721402011,0.17805484692656057
GCA_002690445,0.455181744,0.470391981,,0.366085612,0.351223552,0.534954716,0.215842865,0.270722366,0.318634223,0.410778417,,0.381897079,0.588867786,0.504063442,0.52159758,0.401284635,0.497056161,,0.379579741,0.507108201,0.358734741,0.371683599,0.347089718,0.468976905,,,,1.7318498575109336,-0.5164656578470086,-0.36561693083225405
GCA_002715545,,0.252453605,,0.21558753,,0.180937612,0.255677052,0.142942617,,,,,,,,,0.246061068,0.308343681,,,0.491116849,0.19306635,0.258343973,0.19704281,0.077545364,0.39247034,0.112563316,-1.3044161893179393,0.5883328638513576,-1.0419580343014148
GCA_002718995,0.235903945,0.266515037,0.75886085,0.378268317,,0.168708674,0.295672473,0.149139485,0.127481238,0.35251843,0.537040425,0.218099779,0.319869093,0.826729714,0.04536236,0.3285278,0.312124566,0.382716507,0.56578182,0.940854916,0.576289714,0.224256062,0.452003147,0.180742029,0.085507448,0.406976394,0.111823646,0.6473165096228259,2.024223708297717,-1.9668869505784183
GCA_002728275,0.199118615,0.294953537,0.140083974,0.084362371,,0.046091431,0.103162693,0.205551315,0.093820499,0.08022819,0.189534192,0.052457558,0.081879921,0.075231543,0.257648256,0.109226754,0.064570047,0.148843288,0.04498866,0.092003901,0.011190346,0.368840701,0.183226942,0.127811361,0.237345065,0.052601577,0.149691088,-5.393517693061507,0.22111792821897058,0.694215584991053
GCA_002762705,,0.422635667,0.376864523,0.401252811,0.421176153,0.394496546,0.34910274,0.315302849,0.310682468,0.404338571,,0.328611172,0.537412119,0.472013869,0.41167302,,0.313420529,0.397862804,0.309864287,0.490665678,0.315336747,0.465833465,0.350617021,0.398691005,0.397988134,0.913735971,,1.8104388091363237,0.577662673469595,-1.3502611536844389
GCA_002762785,0.694055608,0.734085912,0.402991457,0.439781879,,0.861945032,0.347570941,0.251235151,0.212435287,0.564258909,,0.515583259,0.705761338,0.781322809,0.926801908,0.380965874,0.283106649,0.184234187,0.480560185,0.502793218,0.553778401,0.773345488,0.830865021,0.695981584,0.637836996,0.501272042,0.889521646,5.778919435278457,-1.170706304817771,0.9810238798731716
GCA_002762795,0.54467866,0.339331605,0.500013834,0.463178856,0.298419889,0.291581321,0.322310196,0.278789291,0.342001777,0.574868833,0.422189416,0.288378792,0.321787539,0.63187107,0.431733652,0.316219337,0.20457679,0.377151354,0.413740525,0.440693445,0.308757632,0.520794814,0.271600299,0.312485458,0.55333471,0.452449442,0.489848964,1.6030585964680675,0.6008519533544552,0.16708417492141123
GCA_002762975,0.597449327,0.40649829,0.072396114,0.018409693,0.298986473,0.261566278,0.124386598,0.15476039,0.108709506,0.196675529,0.254151664,0.606117001,0.239968816,0.026231477,0.166216946,0.090568861,0.20342452,0.801920574,0.233717297,0.14636159,0.209744482,0.179211956,0.068263856,0.134324109,0.116958237,0.264161054,0.372919096,-3.067109221370754,-2.2365052567631105,-0.7257109770095895
GCA_002762985,0.376919252,0.447612663,0.44505573,0.378666711,0.604008428,0.445300147,0.341724555,0.342829972,0.404692473,0.485124499,0.628351625,0.355173234,0.490072106,0.533717784,0.294270046,0.59089371,0.258329495,0.455082926,0.311153778,0.477247221,0.376594239,0.461118338,0.388084003,0.398848026,0.468192456,0.379395358,0.519758845,2.3882881815570403,0.9542926619918252,-0.33173174212339324
GCA_002763035,0.423566263,0.535527176,,0.3248609,,,0.236061443,0.260679667,0.339138363,0.404916095,,,0.661803515,0.535898546,0.502421848,0.368201235,0.452244536,0.599382959,0.377870544,0.61201781,0.393911105,,,0.411415322,0.249595811,0.415225994,0.457881762,1.735048062238118,-0.9502988212516511,-0.8553368167187977
GCA_002763085,0.451218861,0.689866926,0.632012493,0.49162101,0.401332581,0.616555799,0.372716368,0.511610839,0.363538027,0.499954842,,0.491365334,0.730321104,,0.680563947,0.383576032,0.528140523,0.726251528,,0.527522549,0.402397671,,0.560769578,0.469365454,,,0.719478188,4.153525693736756,-1.6764087226739297,0.4554978521757228
GCA_002763115,0.198646593,0.515365825,0.345988411,0.233189214,,0.443832903,0.180897171,0.197845191,0.31801022,0.334621354,,0.252027612,0.401428452,0.415036853,0.511594735,0.302018061,0.422327003,0.498634132,,0.38674723,0.218435403,0.274189577,0.3037126,0.363679304,0.277610625,0.213957309,0.477323421,-0.1001110236432607,-1.2900772115005856,-0.14263214026790597
GCA_002763155,0.522302251,0.468188643,0.397113444,0.317620213,0.463914646,0.574178404,0.251416583,0.281364594,0.365849637,0.416993896,,0.347606177,0.552233517,0.526586958,0.523705643,0.325127048,0.442026248,0.575239878,,0.477501535,0.250870912,0.372600473,0.417791818,0.509327093,,0.326777887,0.496818449,2.0463652873241274,-1.0790909511858915,-0.29537044391874406
GCA_002763265,0.105317175,0.296133225,0.176380804,0.169512523,0.182688445,0.243629742,0.156859964,0.101266504,0.089003015,0.102982589,0.227526918,0.154696796,0.175055019,0.134711735,0.19774496,0.11778777,0.101438345,0.204526863,0.187074351,0.274912606,0.036676971,0.244098628,0.07991478,0.166753402,0.262945616,0.083744327,0.267312792,-4.570995772739635,0.02723602935755899,0.1481646571663125
GCA_002763335,0.436142631,0.446262989,0.455087408,0.385610988,0.462125531,0.382121811,0.306737862,0.322916242,0.283040576,0.311095825,,0.254722631,0.427043484,0.437030516,0.294849767,0.287855134,0.22407949,0.461929557,0.285057173,0.399699607,0.296671688,0.43643802,0.388509005,0.361088422,0.355976031,0.192410565,0.451858143,0.5666389730093209,0.07159502594119588,0.2498082689059006
GCA_002778455,0.322792379,0.734602919,0.30404887,0.172573883,,0.311995246,0.037295351,0.100347392,0.168834904,0.15739193,,0.579568136,0.398210877,0.245499184,0.653186182,0.314891317,0.534906239,0.59309822,0.280321047,0.076931675,0.380510151,0.06749831,0.09410908,0.408921102,0.156785862,0.330571246,0.604337418,-0.6035601348591522,-3.663577298395181,-1.2581877528598544
GCA_002779065,,0.377127016,,0.027819678,,0.285353719,0.110398293,0.147050482,0.172985894,0.175053632,0.278457926,0.541587597,0.220147349,0.054811395,0.192330329,0.071691159,0.192137791,0.693105299,0.223431017,0.132287793,0.209162173,0.176793205,,0.145442345,0.097860942,0.253686782,0.2638993,-2.828976092931499,-1.633920364557369,-0.36452636701683166
GCA_002779235,0.303104497,,0.450146593,0.37860383,,0.360033047,0.276973959,0.251875576,0.267775723,0.338229723,0.32425022,0.296884478,0.458143054,0.422193893,0.266908521,0.37834371,0.187472723,0.462393849,0.317333875,0.386038966,0.268199792,0.376379672,0.272840887,0.300162846,0.359864458,0.30789661,0.479682587,0.15518975705280352,0.02263121575463103,-0.37327412670767024
GCA_002779555,0.699498043,0.722017369,0.648813847,0.588310692,,0.75698014,0.530874894,0.436448501,0.730928549,0.252571457,,0.489991169,0.737857683,,0.725121539,,0.643858157,0.567666333,0.54723979,0.099714383,0.713095589,,0.759929012,0.055771808,0.768275701,0.064494069,0.50033957,5.023631173283993,-1.4649309993076463,3.6954270746952327
GCA_002780285,0.200760926,0.466676845,,0.299076417,0.354696834,0.397236116,0.194788506,0.221497279,0.348656493,0.320665079,,0.225289285,0.481617838,0.404386306,0.500770574,0.234645812,0.476491276,0.598878473,0.370850648,0.445034342,0.212626386,,0.319009612,0.372383655,0.327456852,0.254956049,0.402769144,0.29598802052585416,-1.0923979409427471,-0.001423431726911847
GCA_002780595,0.117298632,0.322517272,,,0.184183875,0.180925017,0.109330879,0.125581074,0.130076628,0.103822378,,0.169856083,0.234591601,0.235852371,0.292620216,0.157713661,,,,0.224528568,0.168026375,0.061534269,0.096830965,0.269560046,0.152316605,0.127569652,0.401238343,-3.1670274415629223,-0.8116868666141385,-0.6705458487882336
GCA_002789635,0.187677119,0.232193419,0.174353773,0.106094046,,0.16031511,0.161638471,0.02826568,0.014576655,0.170492592,,0.226521972,0.180453832,0.214196875,0.110454623,0.220265409,0.167400712,0.394968031,0.089771746,0.156253153,0.124485136,0.112578458,0.040336881,0.41185355,0.164695152,0.037258366,0.206348244,-4.402209906536983,-0.2537477760648938,-1.2320783090798353
GCA_002792115,0.707593712,0.661980838,0.404886278,0.412127366,,0.797637816,0.352051321,0.257967282,0.222340354,0.620180715,,0.512493173,0.569371338,0.869829365,0.783298741,0.372643091,0.330689585,0.259741727,0.408467683,0.530579921,0.434142761,0.768868659,0.888569009,,0.785397664,0.302066133,0.927386044,4.985332413122888,-1.0310837799219372,2.2559965259922072
GCA_002792685,0.512718677,0.508832728,0.452161511,0.292576469,0.394900056,0.549414205,0.250611812,0.29901403,0.344024731,0.441517632,,0.355022884,0.631767146,0.506396005,0.534910993,0.312501008,0.469612387,0.636971283,0.402426798,0.527897045,0.239204234,0.471378733,0.405947312,0.498011488,0.40481163,0.306551878,0.524113414,2.451603041267003,-1.2913380786719044,-0.12695760780186424
GCA_002792915,0.150413589,0.636881084,0.267932311,0.055762253,,0.226867594,0.064201185,0.204675773,0.167028925,0.080436673,,0.474434581,0.439903757,0.242900305,0.305265471,0.369674105,0.43928323,0.459753236,,0.111067748,0.320527498,0.026047552,0.105182007,0.206632405,0.146307374,0.293924691,0.524323674,-1.8866226720797608,-2.2892007318437755,-1.3133580403019554
GCA_002794155,0.454175889,0.628019144,0.526235797,0.547951372,,0.642431022,0.189030977,0.268772411,0.350376259,0.405409597,,0.436137139,0.602204636,0.696056,0.662522525,0.409017246,0.510608656,0.748199768,,0.605168889,0.671284992,0.33144432,0.428393522,0.518909718,0.499521344,0.292354646,0.55687107,3.788154617042483,-2.1301639224310613,-0.29467611870173216
