name,COG0016,COG0048,COG0049,COG0051,COG0052,COG0072,COG0080,COG0081,COG0087,COG0088,COG0090,COG0091,COG0092,COG0093,COG0094,COG0096,COG0097,COG0098,COG0099,COG0100,COG0103,COG0127,COG0149,COG0164,COG0184,COG0185,COG0186,COG0197,COG0198,COG0200,COG0244,COG0256,COG0343,COG0504,COG0532,COG0533,COG0541,PCA_Score1(0.3788800313633495),PCA_Score2(0.08864301227468922),PCA_Score3(0.05932774093286737)
GCA_002499185,0.201164827,0.337210353,0.51023698,0.414608824,0.242783597,0.051195223,,,0.301818854,,0.351194005,,0.241323007,0.427113991,0.35613353,0.500815299,0.208955294,0.254134429,0.457399523,0.540646502,0.331669888,,,0.385777537,0.344817157,0.308594032,,0.360070016,0.387271446,,0.427611343,,,,0.239490158,0.35617788,0.247106236,0.19349272646858462,-0.9816949158437582,-0.21683306603684854
GCA_002499405,0.166256498,0.396908137,0.534266378,0.288881444,0.02963636,0.067620345,0.201968828,0.226898912,0.15089601,0.30801762,0.076640203,,0.422268023,0.424215175,0.22958266,0.26928232,0.22094545,0.29668631,0.483628969,0.284182685,0.280149827,,0.172926544,0.293729305,0.364126677,0.283075749,,0.369586958,,,0.26731815,0.14268188,,0.04619294,0.094107116,,0.164423235,-1.9566222719516624,-0.7983740386642723,0.7056145701648266
GCA_002502135,0.058150177,0.034487755,0.076997605,0.171537939,0.073500362,0.067249972,,0.096247589,0.027223297,0.179786045,0.082359953,0.101215216,0.07105476,0.038227663,0.067102136,0.139170446,0.095121397,0.049718,0.074197878,0.254041009,0.065143257,0.133122126,0.074837772,0.094859323,0.189211205,0.042798566,0.129247906,0.089993991,0.183788481,,0.143758934,0.133143416,,0.034942366,0.125028396,,0.220406286,-6.521590734785175,-0.14346779291930853,-0.5315952637377274
GCA_002502685,0.341057717,0.236948676,0.108583212,0.356233852,0.244971819,0.191798693,0.155310618,0.174469968,0.449630273,0.058516791,0.071633145,0.63856769,0.255589233,0.203126964,0.220060307,,,,0.208962445,0.129446931,0.200118938,0.155552504,,0.385269662,0.050977767,0.270499714,0.170802686,0.343283066,0.252812373,,0.248230237,,0.250381189,0.11793322,,0.305915625,,-2.2750109610065694,2.0451804429601292,1.281232725421401
GCA_002502965,0.824992941,0.695093655,0.116397001,0.376628739,0.693065056,0.177408446,0.554715781,0.64285603,0.69407293,0.045479996,0.225609889,0.835865959,0.466124898,0.1917193,0.345923463,0.151885675,0.886276782,0.82241351,0.272906004,0.171586511,0.251337192,0.41307497,0.113717856,0.165847482,0.286452128,0.868856729,0.210286217,0.500069779,0.405410788,0.470033591,0.701729162,0.115166984,0.545791296,,0.371281143,0.444440708,0.262596178,3.5240074256807286,2.334110076023716,7.000994953089946
GCA_002503825,0.701407966,0.485741312,0.088046236,0.652538854,0.616538288,0.563158797,0.406923249,0.613640159,0.803725485,0.668044922,0.734429788,0.134573725,0.61262026,0.678257372,0.420393991,0.136772308,0.215336846,0.368335003,0.696855956,0.104249164,0.833293842,0.129858681,0.464879738,0.301809498,0.208087346,0.122931116,0.905367481,0.67887713,0.189503117,0.804665428,0.272713222,0.878240325,0.578658223,0.71957618,0.881848402,0.633028749,0.702451804,6.8103245693336465,4.288175011319865,-3.3197845997944784
GCA_002504725,0.12636388,0.126736381,0.308316923,0.185152154,0.167315071,0.118888615,0.18930002,0.07456625,0.133080468,0.607631471,0.831974133,0.67665935,0.161318637,0.179543299,0.184419103,0.947340463,0.73624109,0.894272712,0.054419127,0.125479147,0.330030268,0.115245068,0.507905497,0.068929631,0.016283215,0.23947845,0.243183099,0.558015118,0.152313491,0.18064489,0.514630431,0.344524493,0.668411282,0.020298556,0.450952268,0.258020074,0.591547529,-0.2220495895631393,3.077698252302554,-1.6405029641825373
GCA_002505345,0.673292759,0.599720948,0.131682429,0.381301395,0.761851052,0.176222904,0.698364241,0.71970594,0.649069175,0.046683663,0.224070482,0.818942873,0.451304913,0.178051847,0.387404999,0.133171349,0.913063062,0.790014148,0.285890662,0.188051752,0.24625917,0.427219866,0.113139798,0.217766945,0.282803741,0.84584452,0.204641441,0.450005286,0.414805599,0.59333327,0.643592601,0.124195827,0.6028883,,0.375613471,0.379858238,0.243910388,3.635187466857876,2.28562061693481,6.756323545934161
GCA_002505585,0.311684816,0.211912314,0.394900931,0.402468275,0.275870756,0.114799596,,0.277533932,0.190916633,0.322012108,0.2147131,,0.186494749,0.351859873,0.360014296,0.3301096,0.195070723,0.230968935,0.240196128,0.327652956,0.273482833,,,0.316977164,0.421594521,0.174046454,0.517734159,0.19814722,0.157804711,,0.46144609,0.156005195,,,0.356323634,0.280490367,0.438390567,-1.0814392603601162,-0.45231342336964553,-0.3761971801799635
GCA_002506335,0.442034422,0.186702254,0.146434477,0.290288706,0.2966369,0.347771492,0.068096932,0.237591424,0.25924329,0.187039169,0.793595978,0.381975198,0.363413397,0.409287379,0.40247001,0.253451041,0.234309886,,0.434148192,0.070829467,0.333629972,0.109846348,0.333893031,0.510052998,0.174082015,0.037277624,0.387903313,0.402336579,0.073046633,0.446332954,0.155001846,0.411467719,0.376407907,0.285589174,0.68806928,0.329531866,0.399055975,-0.34223526920300534,3.8681426448139558,-2.208998032098616
GCA_002508905,0.130718417,0.132941915,0.26091665,0.178687881,0.179288211,,0.20396522,0.053403998,0.132144636,0.507642035,0.782247875,0.583906752,0.156411296,0.165502034,0.16988248,0.921388626,0.617628611,0.719805629,0.055996388,0.073616865,0.318342404,0.105649348,0.323699045,0.070613726,0.023390064,0.224832444,0.286905639,0.506178466,0.055102497,0.14450448,0.448168834,0.269267061,0.481394992,0.016698472,0.381109404,0.22958564,0.515123002,-1.4890937664478776,2.652257719546633,-1.55574590652334
GCA_002686195,0.497785193,0.462312102,0.61310185,0.651655701,,0.20054528,,0.608192251,0.341980355,,0.4120731,,0.460136034,0.73219887,0.740829383,,0.290746971,0.374233855,0.527589166,0.744559061,,,,,,0.420718005,,0.439816546,0.413544039,,0.598116921,0.421515167,,,0.337659227,,0.434702969,3.268613168646652,-0.9103962707692872,0.5875137483023174
GCA_002686315,0.674986001,0.666775417,0.74083542,0.397876676,0.447419801,0.225827741,,0.787569446,0.213915064,0.55537047,0.579723609,,0.448267319,0.692050742,0.903418247,0.804266869,0.533586653,0.378883282,0.314706614,,,,,0.70543407,0.750986324,0.205344426,0.77667149,0.770186523,0.394954675,,0.499001853,0.190882448,,,,,0.645564529,5.3012419548674705,-1.6642922240222309,-0.594433850854664
GCA_002686855,0.470453411,0.383939702,0.614206757,0.491195305,0.399410706,0.305414854,,0.401459643,0.58680746,0.240895995,0.468466377,0.51048889,0.353033945,0.505452941,0.589590731,0.364954756,0.535089843,0.395143024,0.414444984,0.409362225,0.44718689,0.122587341,,0.564252398,0.565374632,0.117208278,0.632949102,0.353439205,0.215370644,,0.359257958,0.303341389,,0.720230882,,,0.70962232,3.0484571915193284,0.7450510152602118,-0.4638067067297912
GCA_002687185,0.267244478,0.194341051,0.429885672,0.271423969,0.272324795,0.138724979,,0.291051715,0.185654181,0.335627013,0.232708992,,0.192192866,0.395773348,0.311565845,0.390181808,0.173144848,0.155195058,0.270574929,0.268288927,0.260631335,,0.547772586,0.287965592,0.476983419,0.17976244,0.420500348,0.20631455,0.107215302,,0.382145418,0.192025025,,0.536104486,0.295291416,0.292614181,,-1.1340688533217809,-0.5347040118744558,-1.2155818431470782
GCA_002687255,0.399914475,0.449260152,0.518928299,0.618990631,,0.232462089,,0.543830078,0.318132789,,0.384168504,,0.381483427,0.685040111,0.685121675,,0.222609002,,0.504934191,0.695552192,,,0.322090769,,,0.430528878,,0.438351274,0.346457019,,0.531151169,0.3385089,,,0.291943534,,0.502640912,2.514312162547811,-0.7631869834520187,0.46465260316848517
GCA_002687775,0.542577613,0.657529434,0.572709436,,0.355772594,0.249532443,,,0.247906088,0.256561575,0.357669303,,0.426769637,0.556569465,0.465612739,0.518492895,0.347043847,0.310346635,,,,,0.43451261,,0.583239455,0.165888932,,,0.402631962,,,0.165164334,,0.352845021,,0.65199262,0.5751409,1.966937540488054,-0.37158399232988054,0.058302744114890885
GCA_002687815,0.517093405,0.30204685,0.535462555,0.365879655,0.324170086,0.30252152,,0.29238505,0.167557224,0.311443212,0.243030267,0.484181292,0.184423293,0.34587527,0.395282257,0.359914481,0.192252514,0.225648806,0.306082666,0.337515284,0.305169814,,0.301852999,0.384171022,0.375487356,0.173805114,0.520833351,0.200033463,0.199852267,,0.397162843,0.30342195,,,0.461209857,0.320798482,0.48482991,0.05754356998098845,0.03415437460095095,-0.5929253386117384
GCA_002687825,,0.27568345,0.514327736,0.319682376,0.295601548,,,0.298796617,0.232737157,0.438723529,0.296094938,,0.186224916,0.338555429,0.356516007,0.428092457,0.244985038,0.182270805,0.231542019,0.309950619,0.266219537,,0.480064252,0.300756467,0.384227664,0.165532969,0.29421311,0.194730718,0.19602288,,0.689054368,0.217398551,,,0.323567121,0.307663376,,-0.4024606181513262,-0.6337473333651629,-0.9619153700159395
GCA_002688015,0.45440868,0.434935469,0.616190738,0.657300233,0.623368437,0.274193727,,0.626737676,0.294462501,,0.393243365,,0.385402993,0.648088448,0.700340449,0.548475624,0.258572178,0.383093666,0.571382398,0.700008945,0.398177342,,0.368903661,0.423570166,,0.432884302,,0.425080738,0.462482528,,0.530037072,0.39172484,,,0.417328634,0.536782545,,3.958904635400822,-0.2334216656107693,0.14518692533790792
GCA_002688035,0.633722945,0.234603359,0.387171843,0.068734637,0.020929377,0.129104765,,0.32044674,0.133564323,0.177242359,0.163403378,0.242052561,0.609850303,0.224118096,0.02493554,0.177357014,0.151105792,0.058964542,0.206194702,0.777970294,0.221395491,0.527138661,,,0.520596134,0.37712899,0.352093131,0.185148164,0.20931065,,0.126427562,0.066264049,,0.831271612,0.064340253,0.173752304,,-1.956063400880327,-2.328078131355808,2.0176570511537553
GCA_002688095,0.433292684,,,,0.28887487,0.225248275,,0.280398629,0.20079912,0.260789464,0.328341271,,0.197422433,0.295292385,0.354847709,0.373801647,0.261094815,0.200928078,0.263415708,0.273258744,0.34869628,,,,,0.150062805,,,0.159267574,,0.428296598,0.258890311,,,0.385561906,0.311730836,0.442270125,-0.5318670437348311,0.12949753218449067,-0.42126379853339807
GCA_002688315,0.415602044,0.325253964,0.392783911,0.377622356,0.478827239,0.385850598,,0.351236034,0.344331999,0.230390011,0.310513474,,0.28346236,0.434569675,0.466912646,0.427103504,0.283881041,0.299348067,0.24135158,0.477173656,0.370168457,0.132569063,0.064998713,0.427913237,0.493132787,0.149566483,0.379047413,0.300792044,0.272168367,,0.262018816,0.12270874,,0.107577405,0.211184639,0.309518099,0.448253191,0.01756859744881779,0.5596766957170249,0.226705843367953
GCA_002688325,0.136205985,0.208391617,0.612906113,0.269075713,0.285636343,0.117804503,,,0.184433257,0.283664046,0.236636146,,0.189724459,0.314403174,0.318155206,0.287484081,0.360872695,0.20804992,0.254277479,0.309592811,0.296327517,,,0.29573431,,0.135854103,0.421883887,0.20740509,0.260004176,,0.473572034,0.240800127,,,0.388042497,0.312983422,0.442314682,-0.9575864399197731,-0.3883429727411447,-0.7462867074938612
GCA_002688355,0.365868072,0.247213723,0.62014795,0.326332676,0.328649703,0.157904271,,0.265413416,0.213519675,0.311383954,0.258824744,0.293049383,0.185630155,0.35606262,0.342684798,0.337760633,0.15624701,0.164262075,0.306019693,0.308452251,0.290276602,,,0.357407825,0.382395087,0.14220732,0.454073875,0.195999704,0.20444795,0.15795454,0.501753051,0.323953418,,0.124811489,0.341913182,0.304352544,0.448449017,-0.9187379419977383,-0.6727804528963865,-0.9775813534433999
GCA_002688965,0.445389841,0.270008324,0.27300135,0.320949922,0.115838159,0.113454665,,0.149072697,0.045412598,0.175523928,0.10404366,,0.175759337,0.119283854,0.183118277,0.212489463,0.014520983,0.237425192,0.134133298,0.285474228,0.116444174,,,0.161817677,0.178237045,0.157052564,0.134115273,0.060599632,0.106612489,,0.105353676,0.177026296,,0.423413338,,0.146434855,0.142909525,-4.314051651546478,-0.19124564564097113,0.2111089644882242
GCA_002690445,0.455181744,0.411787687,0.470391981,,0.366085612,0.186486693,,0.534954716,0.318634223,,0.410778417,,0.381897079,0.588867786,0.504063442,0.52159758,0.264529866,0.401284635,0.497056161,,0.379579741,,,0.404112366,,0.348174897,,0.361493947,0.299903586,,0.560243716,0.403147611,,,0.347089718,0.468976905,,1.9952416411062848,0.10491100087884686,-0.10999330184240598
GCA_002715545,,0.511553626,0.252453605,,0.21558753,,,0.180937612,,,,,,,,,,,0.246061068,0.308343681,,0.159213663,,,,,,0.610108523,,,0.508819131,,0.257460816,0.141892808,0.258343973,0.19704281,0.077545364,-0.4901862063876855,0.02605110036996007,0.31180327134179686
GCA_002718995,0.235903945,0.391719142,0.266515037,0.75886085,0.378268317,0.557505367,,0.168708674,0.127481238,0.037509705,0.35251843,0.537040425,0.218099779,0.319869093,0.826729714,0.04536236,0.424099267,0.3285278,0.312124566,0.382716507,0.56578182,0.227233787,0.599071455,0.337888067,0.206078823,0.452533732,0.273735855,0.893652042,,,0.558367042,0.100105039,0.747895277,0.15706767,0.452003147,0.180742029,0.085507448,1.5825127406159187,3.330770171206088,1.970840315209366
GCA_002728275,0.199118615,0.265029579,0.294953537,0.140083974,0.084362371,0.027354545,0.203775396,0.046091431,0.093820499,0.1439113,0.08022819,0.189534192,0.052457558,0.081879921,0.075231543,0.257648256,0.154667204,0.109226754,0.064570047,0.148843288,0.04498866,0.061503119,,0.098669723,0.147249338,0.088104464,0.128781832,0.143127953,0.026432677,0.104806613,0.073479026,0.079549889,0.215918519,0.148997708,0.183226942,0.127811361,0.237345065,-6.391044849983007,-0.43652567453854474,-0.6889349562840621
GCA_002762705,,0.371916328,0.422635667,0.376864523,0.401252811,,,0.394496546,0.310682468,0.165711586,0.404338571,,0.328611172,0.537412119,0.472013869,0.41167302,0.386137981,,0.313420529,0.397862804,0.309864287,0.318375523,0.049058191,0.384449896,0.59639481,0.127010269,0.469695941,0.302784996,0.269141556,,0.238821245,,,0.123420998,0.350617021,0.398691005,0.397988134,0.5885858690522289,0.19622651334489066,0.2161559439456404
GCA_002762785,0.694055608,0.753830581,0.734085912,0.402991457,0.439781879,0.216604709,,0.861945032,0.212435287,0.559799002,0.564258909,,0.515583259,0.705761338,0.781322809,0.926801908,0.519906213,0.380965874,0.283106649,0.184234187,0.480560185,0.228745465,0.589039626,0.907965552,0.822290748,0.185900667,,0.822310648,0.408838702,,0.593628682,0.186414817,,0.243207946,0.830865021,0.695981584,0.637836996,6.716412424525785,-0.7300201721912617,-1.3050381524369152
GCA_002762795,0.54467866,0.37614535,0.339331605,0.500013834,0.463178856,0.156633254,,0.291581321,0.342001777,0.207907632,0.574868833,0.422189416,0.288378792,0.321787539,0.63187107,0.431733652,0.338434712,0.316219337,0.20457679,0.377151354,0.413740525,,0.138829648,0.33754002,0.488628904,0.172160513,,0.187995126,0.337988878,,0.253868202,0.304184064,,,0.271600299,0.312485458,0.55333471,0.7254671441145608,0.5138919431461954,0.09519882940084999
GCA_002762975,0.597449327,0.283461387,0.40649829,0.072396114,0.018409693,0.096903073,,0.261566278,0.108709506,0.160052497,0.196675529,0.254151664,0.606117001,0.239968816,0.026231477,0.166216946,0.083216231,0.090568861,0.20342452,0.801920574,0.233717297,0.534818015,0.121882567,0.052014424,0.472109548,0.344848069,,0.208012553,,,0.128512435,0.042572583,,0.589926513,0.068263856,0.134324109,0.116958237,-2.808763627506503,-2.2633114425931042,2.33521279004697
GCA_002762985,0.376919252,0.264252963,0.447612663,0.44505573,0.378666711,0.280585773,,0.445300147,0.404692473,0.203665741,0.485124499,0.628351625,0.355173234,0.490072106,0.533717784,0.294270046,0.425822823,0.59089371,0.258329495,0.455082926,0.311153778,0.43392544,,0.37486326,0.61722568,0.134652167,0.333845785,0.241000055,0.203290434,,0.400986339,0.322916016,,0.178426368,0.388084003,0.398848026,0.468192456,1.5527388217221798,1.0451632949793193,0.8859037103326912
GCA_002763035,0.423566263,0.444314122,0.535527176,,0.3248609,0.211666027,,,0.339138363,,0.404916095,,,0.661803515,0.535898546,0.502421848,0.254229539,0.368201235,0.452244536,0.599382959,0.377870544,,,0.267188207,,0.332603055,,0.422357176,0.369476959,,0.476430155,0.357686722,,,,0.411415322,0.249595811,1.6295021411193045,-0.3904819676950373,-0.15934091896469094
GCA_002763085,0.451218861,0.672124306,0.689866926,0.632012493,0.49162101,0.411196623,,0.616555799,0.363538027,,0.499954842,,0.491365334,0.730321104,,0.680563947,0.378465642,0.383576032,0.528140523,0.726251528,,,0.290187679,0.673692515,,0.370655202,,0.435672963,0.415133038,,0.59843949,0.47527222,,0.390174802,0.560769578,0.469365454,,4.7196584973859705,-0.3521807784165561,-0.2340772736998284
GCA_002763115,0.198646593,0.319232852,0.515365825,0.345988411,0.233189214,0.056729114,,0.443832903,0.31801022,,0.334621354,,0.252027612,0.401428452,0.415036853,0.511594735,0.217933475,0.302018061,0.422327003,0.498634132,,,,0.330474607,0.160386666,0.308118189,,0.334771232,0.239022692,,0.392537131,0.271995816,,0.405661382,0.3037126,0.363679304,0.277610625,-0.07336040188100494,-0.5873524832749453,-0.23614780266567476
GCA_002763155,0.522302251,0.360916364,0.468188643,0.397113444,0.317620213,0.29975548,,0.574178404,0.365849637,,0.416993896,,0.347606177,0.552233517,0.526586958,0.523705643,0.265141909,0.325127048,0.442026248,0.575239878,,,0.284707722,0.392592958,,0.327732897,,0.373385544,0.372250544,,,0.411784221,,0.089350372,0.417791818,0.509327093,,1.9449783441524158,0.004703700158718986,-0.2381628776478889
GCA_002763265,0.105317175,0.190242007,0.296133225,0.176380804,0.169512523,0.101554749,0.220668479,0.243629742,0.089003015,0.307555371,0.102982589,0.227526918,0.154696796,0.175055019,0.134711735,0.19774496,0.15145592,0.11778777,0.101438345,0.204526863,0.187074351,0.359515214,0.191184286,0.145465189,0.158263847,0.078469099,0.254827039,0.106953251,0.122262224,,0.123532363,0.100602103,,0.232590922,0.07991478,0.166753402,0.262945616,-4.812430925132675,-0.44926413161547085,-0.12783407719298864
GCA_002763335,0.436142631,0.378698598,0.446262989,0.455087408,0.385610988,0.337063288,,0.382121811,0.283040576,0.203399867,0.311095825,,0.254722631,0.427043484,0.437030516,0.294849767,0.301953807,0.287855134,0.22407949,0.461929557,0.285057173,0.290132361,0.158490132,0.253539883,0.567945502,0.134655034,0.316483923,0.337134613,0.128739543,0.208759055,0.199045147,0.174997356,,0.190506251,0.388509005,0.361088422,0.355976031,-0.26613467125168305,0.1913382978891824,0.4057231298352075
GCA_002778455,0.322792379,0.530573433,0.734602919,0.30404887,0.172573883,0.037559098,0.334456742,0.311995246,0.168834904,0.517808157,0.15739193,,0.579568136,0.398210877,0.245499184,0.653186182,0.289903958,0.314891317,0.534906239,0.59309822,0.280321047,0.129580921,0.143986385,0.182814046,0.586273296,0.550463883,,0.486246181,,,0.219709294,0.238125276,,0.333509933,0.09410908,0.408921102,0.156785862,0.4688077098238957,-2.4902905039652223,0.6133521127437033
GCA_002779065,,0.199466689,0.377127016,,0.027819678,,0.179431569,0.285353719,0.172985894,0.152434933,0.175053632,0.278457926,0.541587597,0.220147349,0.054811395,0.192330329,0.120081133,0.071691159,0.192137791,0.693105299,0.223431017,0.502078661,0.111994067,0.073697169,0.410439319,0.304879665,0.425732131,0.211858343,0.055861329,,0.119700139,0.083894195,,0.574678785,,0.145442345,0.097860942,-2.877132841945848,-1.1049877324233808,1.4911497480340963
GCA_002779235,0.303104497,0.305787722,,0.450146593,0.37860383,0.090768048,,0.360033047,0.267775723,0.234899781,0.338229723,0.32425022,0.296884478,0.458143054,0.422193893,0.266908521,0.24629796,0.37834371,0.187472723,0.462393849,0.317333875,,,0.270472494,0.440592055,0.130473212,0.317629597,0.210355963,0.223432192,,0.241941706,0.303268888,,,0.272840887,0.300162846,0.359864458,-0.5995295791113104,0.04099937115105206,-0.2435826901120843
GCA_002779555,0.699498043,0.739705368,0.722017369,0.648813847,0.588310692,0.067380182,0.571567176,0.75698014,0.730928549,0.553289558,0.252571457,,0.489991169,0.737857683,,0.725121539,0.561664425,,0.643858157,0.567666333,0.54723979,0.678912888,0.644193619,0.686389444,0.825090919,0.532997888,0.90328993,0.554151431,0.705107922,0.870149945,0.266929926,0.411445639,0.572967771,0.752813534,0.759929012,0.055771808,0.768275701,9.064653048495027,-2.715144714077993,0.5019952708916474
GCA_002780285,0.200760926,0.379859973,0.466676845,,0.299076417,0.069712238,,0.397236116,0.348656493,,0.320665079,,0.225289285,0.481617838,0.404386306,0.500770574,0.228081762,0.234645812,0.476491276,0.598878473,0.370850648,,,0.307671111,0.290906066,0.291061155,,0.405101487,0.115243209,,0.403283738,0.386179253,,,0.319009612,0.372383655,0.327456852,0.31920869303951305,-0.6570592132179226,-0.5228406397755435
GCA_002780595,0.117298632,0.19471059,0.322517272,,,0.124230162,,0.180925017,0.130076628,0.476765867,0.103822378,,0.169856083,0.234591601,0.235852371,0.292620216,0.035120844,0.157713661,,,,,,0.052306039,0.17404062,0.18584931,,,0.513781572,,0.169124091,,,0.072928289,0.096830965,0.269560046,0.152316605,-2.6994845799462213,-0.5708495760842378,-0.6179781805085198
GCA_002789635,0.187677119,0.263361669,0.232193419,0.174353773,0.106094046,0.080012629,,0.16031511,0.014576655,0.186328626,0.170492592,,0.226521972,0.180453832,0.214196875,0.110454623,0.040510254,0.220265409,0.167400712,0.394968031,0.089771746,,,0.124633713,0.106055028,0.16935505,0.09736369,,0.170796441,0.028416644,0.088532656,0.219359224,,0.224469408,0.040336881,0.41185355,0.164695152,-4.781237620244233,-0.09353981156882869,0.6013797657539066
GCA_002792115,0.707593712,0.643002088,0.661980838,0.404886278,0.412127366,0.220078588,,0.797637816,0.222340354,0.486570129,0.620180715,,0.512493173,0.569371338,0.869829365,0.783298741,0.530162759,0.372643091,0.330689585,0.259741727,0.408467683,,0.596903838,0.980230556,0.854545721,0.189105099,0.77694394,0.728158031,0.421299314,,0.524504633,0.168789333,,,0.888569009,,0.785397664,6.469424126625445,-1.0498599362605234,-1.5480051676060869
GCA_002792685,0.512718677,0.473331801,0.508832728,0.452161511,0.292576469,0.335894242,,0.549414205,0.344024731,,0.441517632,,0.355022884,0.631767146,0.506396005,0.534910993,0.26415286,0.312501008,0.469612387,0.636971283,0.402426798,,0.319245598,0.388684169,,0.329393465,,0.403126771,0.323674143,,0.479990862,0.417415398,,,0.405947312,0.498011488,0.40481163,2.6899162355819453,-0.14958663295521127,-0.2872426407445388
GCA_002792915,0.150413589,0.420049338,0.636881084,0.267932311,0.055762253,0.06208138,0.16749513,0.226867594,0.167028925,0.316643999,0.080436673,,0.474434581,0.439903757,0.242900305,0.305265471,0.275862165,0.369674105,0.43928323,0.459753236,,0.226659222,0.250741623,0.187235877,0.470157597,0.26642129,0.2779198,0.337919636,0.088417763,,0.302235039,0.162873759,,0.082845782,0.105182007,0.206632405,0.146307374,-1.8266720845079931,-1.0999353208461156,0.5565508289410177
GCA_002794155,0.454175889,0.423375914,0.628019144,0.526235797,0.547951372,0.32285881,,0.642431022,0.350376259,,0.405409597,,0.436137139,0.602204636,0.696056,0.662522525,0.206786292,0.409017246,0.510608656,0.748199768,,,,0.396241611,,0.431098287,,0.418769038,0.417714157,,0.563589012,0.378644878,,,0.428393522,0.518909718,0.499521344,3.7275833744918008,-0.4516741411895485,0.21471624692253993
GCA_002825515,,0.235581467,0.265872967,0.135424803,0.230364686,,0.110776674,0.058457859,0.180817708,0.261488815,0.132055219,0.437909974,0.121742706,0.385626534,0.875118678,0.670256312,0.111358284,0.089247817,0.170422075,0.140747378,0.27138789,0.154826846,0.250080304,0.15210137,0.379806191,0.21987668,0.089434597,0.155431909,0.248423686,0.249141139,0.087809997,0.082840019,0.125438228,0.430297438,0.209164718,0.052050031,0.317232778,-3.201365821506304,-0.4695952236568283,-0.9308948270803055
GCA_002838935,0.454015045,0.525737597,0.12784309,0.401632694,0.271255486,0.217173056,0.295388993,0.301006993,0.537427214,0.077445607,0.052018082,0.629317835,0.41055689,0.217236102,0.232297917,0.169059927,0.348993136,0.520836318,,0.095580269,0.290976261,0.199182631,0.088585749,0.3392857,0.085594392,0.369497093,0.159411767,0.385897129,0.208500926,,0.375821609,0.073307634,0.28987269,,0.2842005,0.386791889,0.410275839,-0.9017901321577729,2.0246847854351646,3.3597778445167528
GCA_002844195,,,,0.519264347,0.529760065,,0.479413984,0.665664879,,,0.680096732,,,0.637607442,0.66125259,,,0.685048878,0.539887077,,0.619451849,,0.398759373,0.479859667,,0.443126163,0.701879613,,,,,,,0.435227405,,0.536261097,,3.467955119323937,1.1048046521387893,-0.23947464038394123
GCA_002855455,,,,0.977978479,0.658469454,,0.563192905,0.710130558,,,0.844020892,,,0.819902403,0.937941929,,,0.957611529,0.86384228,,0.706273038,,0.520246822,0.642953992,,0.528414169,0.853033416,,,,,,,0.816618978,,0.759479454,,6.292547485069156,1.7916434963868488,-0.29561038900483005
GCA_002855745,0.777411447,0.550040212,0.410359448,0.223601182,0.185046478,0.072100185,0.439762982,0.214811359,0.16582828,0.349394025,0.139706346,0.114523249,0.141931587,0.237099438,0.330696255,0.357751086,0.250687549,0.198967023,0.411830964,0.383928775,0.079350828,0.215333608,0.216088098,0.13463392,0.461138879,0.309931733,0.609645041,0.22353173,0.298831524,0.348422719,0.420309582,0.387189416,0.101906687,0.700948711,0.37145245,0.160596389,0.295305943,-0.6785630990714607,-3.0138382560084187,-0.5495540471900526
GCA_002867475,0.36717417,0.465575249,0.49370156,0.475249886,0.411214303,0.25669765,0.149110146,0.506436094,0.299555993,0.206848662,0.650589164,,0.325632305,0.59788471,0.449046944,0.384839043,0.421610705,0.32968005,0.32693316,0.488435816,0.414091,0.210236763,0.066921035,0.263431115,0.53313135,0.158567751,0.438873458,0.281947311,0.37555241,,0.373337943,,,0.110589084,0.328925002,0.38041995,0.409295165,1.2788179995086577,0.7272546784890089,-0.21770138280304757
GCA_002897955,0.142442192,0.098533513,0.116362223,0.118208748,0.143117625,0.118238212,0.07197417,0.100852038,0.102906094,0.199638132,0.050291832,0.227348376,0.032127421,0.187147595,0.159025757,0.273815846,0.246526446,0.408191348,0.139201985,0.133143405,0.092777315,0.046609016,0.097511112,0.062210272,0.102738366,0.117280784,0.21374177,0.311624123,0.118922803,0.116686685,0.077545706,0.201325116,0.135712024,0.097062004,0.168270141,0.07113537,0.227755288,-6.047975400813783,0.6596630332838173,-0.8443539745575831
GCA_002898355,0.065084074,0.43516517,0.416583322,0.161001336,0.275633685,0.085130604,0.331573121,0.133889782,0.177586959,0.263311444,0.148008841,0.152651191,0.097078093,0.454145495,0.314808312,0.286460761,0.220939473,0.093518285,0.260490511,0.214796428,0.103886773,0.131672627,0.117187662,0.146680284,0.337136874,0.316651489,0.215465865,0.137303264,0.120888187,0.182764409,0.307291737,0.149829133,0.07611928,0.323567015,,0.119718222,0.338430062,-3.4646395106830794,-1.6786518602499219,-0.8774755976842445
GCA_002906575,,,,0.516892612,0.530004454,,0.42602133,0.663458617,,,0.645152225,,,0.580994451,0.630560613,,,0.653762387,0.561724211,,0.622056143,,0.422857136,0.483405496,,0.409844508,0.721061915,,,,,,,0.414713635,,0.491729319,,3.2681460986237854,1.085236366830949,-0.33453265424654893
GCA_003009755,,0.26437011,,0.270597994,0.260333567,,0.229339679,0.312001358,,,0.056209644,,,0.216974197,0.364119103,,,0.388761817,0.314814226,0.120978779,0.256312966,,0.217194121,0.323984737,,0.231491586,0.37408466,0.216480152,,,,,,0.107406453,,0.215941076,,-1.346418231574521,0.170560063144698,0.09913186330978976
