name,COG0051,COG0087,COG0088,COG0090,COG0091,COG0092,COG0093,COG0094,COG0096,COG0097,COG0185,COG0186,COG0197,COG0198,COG0200,COG0256,PCA_Score1(0.40147826593283),PCA_Score2(0.10586153649689446),PCA_Score3(0.08006198643044722)
GCA_014729935,0.025891347,0.133242839,,,0.142121396,0.041215551,0.227292151,0.222600522,0.295913748,0.179822518,0.211186616,0.078322854,0.270872971,0.267019113,0.102172102,0.168790694,-3.108592907909765,-1.069918190008514,1.0241783589893116
GCA_014729995,0.434109554,0.356267902,0.176300886,0.410781702,,0.353975775,0.42038757,0.688181013,0.220790695,0.353337853,0.127587461,0.687016567,0.273659192,0.164459668,,0.2298727,0.4946280868750747,-0.19197379945915097,-1.7650942159015368
GCA_014859725,0.328415404,0.284787633,,0.718847032,0.348627597,0.339722158,0.443165804,0.394574413,0.273932335,0.259113707,0.062949407,0.446823917,0.307009097,0.105336058,0.496385088,0.453224684,0.31134879080118666,-1.2608727833911504,-1.3995129692885155
GCA_014859735,0.174619537,0.176089504,0.17774665,0.496266501,0.569310178,0.245029107,0.308765121,0.268897075,0.273684803,0.222232265,0.067762183,0.343360126,0.340773718,0.088901714,0.460141799,0.346127587,-1.1976210856009357,0.11885054393500281,-1.2937654430238454
GCA_014859755,0.568398295,0.468785231,0.516726422,0.247937071,0.487541987,0.442385734,0.569192497,0.674857326,0.627643157,0.489650241,0.54678128,0.654151531,0.508671537,0.359142907,0.580554658,0.311068495,3.927366041727625,0.47166907499037075,0.6275512156528146
GCA_014859785,0.316925947,0.301723854,0.182676673,0.572785884,0.38965229,0.318959511,0.399308707,0.316588203,0.253760718,0.274929123,0.066330195,0.542703331,0.416593965,0.064799547,0.511440555,0.335872073,-0.07572698152173928,-0.4204559368417141,-1.510421816102011
GCA_014962245,0.437993243,0.555615299,0.701466948,0.294601154,0.312566939,0.266763294,0.201684099,0.659951997,0.535665768,0.461990053,0.523223789,0.594219026,0.474212396,0.402306138,0.651499886,0.618853433,3.5318934325474616,-1.0599282867599196,2.7080146904888727
GCA_015519985,,0.19387545,0.220515787,0.309798924,,0.286680031,0.538753739,0.433694582,0.415991582,0.292467519,0.190307409,,0.236246354,0.360149345,,0.152320708,-0.25771496178984704,-0.0050529808104515985,-0.36370161968973985
GCA_015520065,0.528884184,0.484356684,,0.638670811,,0.470061414,0.761230784,0.79983889,0.884595162,0.529826341,0.592811222,,0.743953304,0.499559356,,0.549557544,5.019034220009532,-0.0018308277308435698,0.49929572452903703
GCA_015520105,0.238673169,0.022843774,0.155851841,0.202781298,,0.317675002,0.154849799,0.160653713,0.172368606,,0.134994355,0.140301773,0.058011142,0.095888225,0.032380126,0.252685269,-3.4106365497812763,0.16043860684826924,-0.8412698742048182
GCA_015520145,0.10290831,0.142660575,0.205349498,0.048325795,0.306352554,0.063847363,0.274942787,0.149880739,0.255654119,0.226723579,0.134506307,0.128562269,0.221150153,0.140101853,0.090652859,0.193340857,-3.5124554361376163,-0.23207480167589012,0.2696735588288831
GCA_015520245,0.623580003,,0.621669846,0.356033995,0.269796848,0.255804491,0.161109737,0.851108973,0.79862497,0.585198514,0.744528421,0.721447918,0.768188391,0.428183673,0.753630132,0.760932631,5.303393922007323,-1.2306374639350572,3.1526516227007924
GCA_015520265,0.640849584,0.700778599,0.649614851,0.282053036,0.22347657,0.242654344,0.186454025,0.727889151,0.716268721,0.53668943,0.508632378,0.554571892,0.586483307,0.408260999,0.731142274,0.731880058,4.716776971302563,-1.2068868044168337,3.1904007665476275
GCA_015520395,0.19984163,0.218006904,,0.095011344,0.207150496,,0.283959065,0.301715728,0.383253629,0.161022828,0.344649249,0.315101594,0.185969903,0.162274569,0.193833994,0.383013279,-1.6389065460867602,-0.7215080212116797,0.7709743767018465
GCA_015520475,0.485172009,0.383021856,0.360563703,0.204390829,0.375447684,0.380594226,0.521321469,0.445878299,0.621981712,0.417177599,0.522116616,0.589809608,,0.273029379,0.515307408,0.345888448,2.172980718996008,0.1787839089303155,0.729130344170279
GCA_015520485,0.245833975,0.226484751,0.165985751,0.570168412,0.447170856,0.162763023,0.266782408,0.134002621,0.175478507,0.266073,0.207761226,0.203525435,0.241686389,0.145031516,0.704965228,0.2908963,-1.1790020906151135,0.5272382412145434,-0.08969299590049541
GCA_015520535,0.037632618,0.120543492,0.184430396,0.103041249,0.16304569,0.078007819,,0.27998077,0.26771325,0.114865421,0.139433585,,0.122767002,,,0.29517827,-2.7024144598077418,-1.197470615831785,0.8801436931978857
GCA_015520785,,0.163335277,0.154010989,0.293735731,0.236931912,0.28214159,0.496932308,0.453264151,0.283775604,0.230575021,0.187989803,,,,,0.037620269,-1.0119843269639046,0.03191903620026026,-0.6474833207884171
GCA_015520975,0.214297488,0.274774954,0.122168294,0.212188817,0.050135703,0.224294232,0.17485101,0.240808366,0.040636663,0.392195486,0.445476558,0.255405971,,0.409181119,0.122389847,0.065737675,-1.9694534310828946,0.9036260270454263,1.4525719203006455
GCA_015521205,0.520344895,0.563710973,0.429814349,0.330599678,0.259021752,0.203497615,0.166518746,0.63151047,0.481071279,0.375411598,0.509266128,0.608364528,0.469170948,0.300647871,0.413030635,0.523727544,2.2522718225376748,-0.7054957739702737,1.5178076551370727
GCA_015521295,0.474950432,0.606460257,,0.316155537,0.147053516,0.231389515,0.169201895,0.475702371,0.641444942,0.415203414,0.489089926,0.556071459,0.29114198,0.416721999,0.420867481,0.383728576,1.7504626667013161,-0.31455416028160876,2.088885767799376
GCA_015521325,0.397484976,0.61268385,0.52783319,0.276405882,0.211172621,0.218818302,0.173811295,0.524610155,0.62573988,0.364900361,0.524168881,0.625495198,0.253101738,0.397658724,0.45794335,0.399597596,2.0074300839640724,-0.911242792936795,2.388843921387087
GCA_015521705,0.569855375,0.651308993,0.518865229,0.323013662,0.294865937,0.24599014,0.143304916,0.615635224,0.564290009,0.457201688,0.524462608,0.663782844,0.568911451,0.366267103,0.523108479,0.512631056,3.3559075560581886,-0.4492396542430551,2.02234184742484
GCA_015521825,0.19348527,0.031238657,0.113488605,0.146829511,,0.195448011,0.137764705,0.122915687,0.060024605,0.029994731,0.026480397,0.143107209,0.087442651,0.093394215,0.021263296,0.130133784,-4.740982892319212,-0.0013553679889477357,-1.082033282155765
GCA_015521945,0.090776761,0.153048014,0.191193447,0.275373224,0.3630516,0.041072099,0.18816804,0.249925057,0.208986947,0.252047243,0.124397964,0.298872502,0.233719702,0.117743142,0.043297302,0.277694828,-3.0452703222473967,-0.5848092563028434,-0.4566893130537805
GCA_015522345,0.448224818,0.609715495,0.762639215,0.33840264,0.294544182,0.292015594,0.174832629,1.0,0.820350775,0.503436976,0.612861461,0.770550693,0.621910403,0.540158764,0.847910456,0.875083776,6.036809985787986,-1.7533492421397128,3.828840198876602
GCA_015522385,0.101223977,0.105035138,,0.061067173,0.220175981,0.051482927,0.059389497,0.127367523,0.168192068,0.133991725,0.186345618,0.020288877,0.111832421,,,0.105683045,-3.9151916781831675,-0.10989959386816958,1.6542717702462624
GCA_015522495,0.073454967,0.017630589,0.271973476,0.087420404,0.098657941,0.321457533,0.239056814,0.030443014,0.08934049,0.108277846,0.012368675,0.287394518,0.092826676,0.072544545,,0.274528139,-3.8313804141108747,-1.2698115426908052,0.28534191602152903
GCA_015522645,0.51862933,0.562192269,0.429329631,0.324985026,0.210792286,0.218939617,0.159542444,0.584504446,0.549952376,0.381120608,0.507617537,0.564052816,0.485432747,0.218837902,0.43784291,0.453461599,2.015101807321363,-0.7520016552894534,1.4836850681205878
GCA_015522695,0.240867897,0.253043739,0.368700008,0.426449208,0.29624124,0.248465472,0.464564342,0.22227302,0.378786005,0.319636128,0.19452486,0.340640396,0.198549676,0.215905361,0.220226077,0.551956562,-0.4311555972280461,-1.49991196572872,0.06675842736358405
GCA_015522745,0.268008409,0.046246214,0.167376545,0.095212544,,0.184626288,0.121549506,0.146184118,0.198452803,0.012964095,0.117340938,0.175621694,0.073982911,0.115405558,0.010845086,0.075335092,-4.371586898119407,-0.025955740197703782,-0.7512261773041511
GCA_015522765,0.425201286,0.276675332,0.201349443,0.415100455,0.418012075,0.300112641,,0.493217282,0.227911563,0.311973776,0.141879348,0.350884691,,,,0.204903843,-0.1981885953593137,0.37578761534897037,-1.0571424865736807
GCA_015523125,0.22612579,0.283657327,0.094962596,0.21613791,0.032745025,0.247490988,0.172497821,0.23014171,0.051601203,0.38645527,0.487092797,0.18200865,0.359878171,0.464250131,0.311163698,0.079383933,-1.5807785708562303,1.2909726175381155,2.0885519230664125
GCA_015523565,0.088899661,0.079976645,0.175263729,0.078149976,0.180646234,0.060126856,0.065436424,0.154897374,0.146180626,0.132697956,0.150070672,0.126123139,0.112792925,0.169684423,0.202433362,0.16263485,-4.298804561540144,-0.38640465273625524,0.887477481703505
GCA_015523665,0.243172864,,,0.51835379,0.421297511,0.182540635,0.233605854,0.140319082,0.160193755,0.265161654,0.214343817,0.24825961,0.231913044,0.130562503,0.52294286,0.325034438,-1.2171334589826455,0.00777695686367709,-0.051559716186294284
GCA_015523685,0.220222392,0.235960267,0.176123814,0.6120415,0.428840412,0.139546544,0.221196277,0.132127117,0.275319856,0.234036811,0.193137217,0.213513561,0.392202348,0.066343051,0.31229503,0.310773336,-1.6794770234738814,-0.09687650065632387,-0.7893342617203085
GCA_015660865,0.591732242,0.610717996,0.469011968,0.570323961,0.176120693,0.519254117,0.623118831,0.387154018,0.155418265,0.203741644,0.122268246,0.681627369,0.522523546,0.181059236,0.53135621,0.815531483,2.776872762324579,-2.161085322472475,-0.5269649973568388
GCA_015660995,0.302252204,0.207092556,0.301326431,0.053161969,0.203824795,0.186474184,0.326228885,0.262413493,0.360045777,0.116268547,0.422624326,0.128649268,0.156368403,,0.169079403,0.156720721,-2.195644062335361,-0.15628641568958887,1.1642049530323118
GCA_015661515,0.174097111,0.017780177,0.145645301,0.169435433,,0.119354621,0.137933484,0.136023944,0.132337567,0.101095752,0.09462451,0.099773073,0.106895387,0.152212116,0.029039409,0.156322997,-4.389139600007729,-0.059645990089327805,-0.49914043102843153
GCA_015661775,0.18758851,0.196502538,0.277260158,0.151873116,0.141528898,0.114566797,0.436066088,0.324451714,0.291432341,0.222602763,0.33192297,0.209671932,0.14477831,0.134603324,0.227598172,0.174965124,-2.2448062403005795,-0.8075767341369787,0.5957695513367468
GCA_015661855,,0.643159143,0.459332857,0.345082381,0.270911336,0.231593713,0.155686512,0.634362776,0.605773394,0.438689563,0.527416274,0.496547319,0.423965129,0.499615619,0.534879488,0.563730313,2.8410440472782383,-0.36332591719194196,2.852280327167552
GCA_015662475,0.62313526,0.98805591,0.786225935,0.361022719,0.271899188,0.248923215,0.151754676,0.877455399,0.759803507,0.593397192,0.760629776,0.731163698,0.645343573,0.431916068,0.878119168,0.752387028,6.662931259802076,-0.854107922850889,3.9944107232853527
GCA_015662595,0.498448291,0.63364416,0.555232794,0.271206417,0.149829128,0.19443349,0.176151892,0.578620598,0.740919198,0.472129836,0.500691988,0.702563348,0.372243629,0.482371218,0.513452839,0.565056854,3.26053011222758,-1.438210593951505,3.025779674722021
GCA_016065055,0.448765899,,,0.725443742,,,0.63616558,0.694943546,,,0.484551182,0.749461815,,,,,2.04869495382101,-0.7700823610596377,-1.424613433922206
GCA_016177165,0.022139173,0.027035573,0.275271916,0.09977598,0.091039661,0.335745704,0.342721295,0.156457729,0.190198021,0.127024201,0.209779739,0.273770509,0.306331885,0.033912115,,0.115785623,-3.1662094095926596,-0.7587225974820381,0.3422084048831435
GCA_016177315,0.403127126,0.293762074,0.209107479,0.344196198,0.498585688,0.329632351,0.500474783,0.53424463,0.408584389,0.387046954,0.126909069,0.445101775,,0.240789692,,0.242861992,0.5242427901711091,0.3469264614973634,-1.27801238118575
GCA_016177615,0.275494229,0.388398581,0.206957341,0.41489863,0.391879257,0.352306888,0.549284185,0.547347307,0.355354548,0.456877095,0.120335914,0.588204285,0.259571238,0.240831544,,0.25181133,0.7179933565190069,-0.06963275005872788,-1.2146608773504612
GCA_016179955,,0.194475362,0.444125228,0.53203891,,0.437564242,0.544652903,0.748462081,0.694107222,0.501531453,0.205598477,0.758245635,,0.123211389,,0.211393602,1.970487866498649,-1.4912116695026743,-1.569170981937756
GCA_016179995,0.466081365,0.201353685,0.386902029,0.652655356,,0.40046355,0.630396023,0.751024949,0.882572605,0.469369857,0.244312785,0.812421561,0.592358905,,,,3.2714833851176213,-1.6227068182096707,-1.3915437705363674
GCA_016180035,0.535449949,0.264591208,0.257194411,0.594788534,,0.300946061,0.425958856,0.571116,0.401525661,0.381678762,0.163474828,0.349822229,0.24275115,0.307222292,,0.234318612,0.7026770496444897,-0.3472837427835859,-1.0557977560913383
GCA_016180135,0.392427394,0.312057347,0.25117107,0.325232964,,0.296485071,0.47406351,0.509039558,0.315520094,0.324301015,0.170561951,0.600491173,0.238579997,0.268216453,,0.274787081,0.3097340631500542,-0.4021734793497101,-0.772876688847628
GCA_016180145,0.367937491,0.311631984,0.186596536,0.310227134,,0.273639845,0.393595403,0.417708348,0.319197794,0.330988795,0.151591611,0.226701564,0.264839531,0.143061624,,0.083916221,-1.0029838420532284,0.48129235766220074,-0.848916519013539
GCA_016180195,0.39866829,0.349348227,0.252331755,0.373818987,,0.305620348,0.524869733,0.535785045,0.2961455,0.268996496,0.122974865,0.432139085,0.299422086,0.230599508,,0.084660793,-0.08674910136570246,-0.042689638804184554,-1.2207871835948996
GCA_016180375,0.150468977,0.379571109,0.365874341,0.439343779,0.289314725,0.463496305,0.696739588,0.283072697,0.408517558,0.456029508,0.257816614,0.055699318,,0.217738642,0.302711458,0.545837993,0.655265470815685,-0.5114183495829645,0.2533604274637295
GCA_016180665,0.377269471,0.222511451,0.625412735,,,,,0.235115519,0.586307677,0.27579663,,,0.498021798,,0.009017964,0.187572573,0.03639225379946141,-1.2050036060276819,0.03755016850381935
GCA_016180755,0.42736331,0.297255286,0.066254141,0.008518084,0.285749031,0.329433465,0.185876272,0.323361446,0.151632214,,0.381436042,0.122398798,,0.191633217,,0.068585891,-1.774059939526788,1.9557960357149569,0.4704442915192241
GCA_016180945,,0.03566484,0.155063492,0.128566924,,0.237744916,0.124738938,0.164038913,0.223281035,0.0498487,0.138850486,0.142364041,0.044781565,0.090594694,0.06338476,0.303532998,-3.7502643926113906,-0.2755940903948146,-0.6426100569981545
GCA_016181005,0.162287785,0.019979675,0.159079599,0.186723528,,0.191082358,0.141599108,0.256539983,0.09741089,0.052571307,0.203961229,0.040249554,0.237909507,0.145271574,0.077618574,0.199877875,-3.8768159573459715,0.20463018974144623,-0.305487602476877
GCA_016181215,,0.189807459,0.276854726,0.284460818,,0.210374513,0.378126782,0.403311081,0.287578187,0.187771849,0.175393708,0.424579492,,0.173483666,,0.169262071,-1.0511850672310914,-0.4012491174803114,-0.6221572009114241
GCA_016181275,,0.233581498,0.295060878,0.299265167,,0.189278684,0.290382197,0.373713452,0.416764539,0.251500315,0.167782802,,0.214549181,0.131186017,0.109202604,0.261133254,-1.3707701244891926,-0.8369778285645724,-0.7184116486136104
GCA_016181345,,0.194695553,0.455222364,0.546494052,,0.488287794,0.619112204,0.773313022,0.751193069,0.520068935,0.241873926,0.899687815,0.560764338,0.34184746,,0.181072528,3.1664690360551186,-1.2475969470380035,-1.0959561973146723
GCA_016181885,0.635771799,0.409000345,,0.590536578,,0.484083222,0.73428966,0.830482698,0.868324841,0.468327749,0.55756969,,0.659423457,0.422827629,,0.51495557,4.57131015990262,-0.1683055498687631,0.006261856353676283
GCA_016181895,0.590353247,0.474468942,,0.639694349,,0.46453943,0.667172586,0.83085729,0.819141949,0.442681899,0.479287855,,0.535797985,0.458379184,,0.603616603,4.343925673106408,-0.45583337668913354,0.1080955780370823
GCA_016181905,0.412811992,0.343980084,,0.41712559,,0.422770258,0.635390349,0.515805592,0.549990555,0.31017173,0.340257834,0.282754835,0.474395185,0.340789071,,0.451377454,1.7220342685032017,-0.22176515184055356,0.011154435777554381
GCA_016184005,0.283163673,0.021409897,0.175101754,0.111629872,,0.189063727,0.131883188,0.147574147,0.167471717,0.038152417,0.108187786,0.122958969,0.046126203,0.085066126,,0.184636254,-3.856732823000981,-0.003161589454569924,-0.23148460664417483
GCA_016184145,0.421236724,0.589411242,0.237905418,0.488383588,0.504101634,0.37374451,0.546029783,0.567066852,0.306279136,0.527066754,0.15000372,0.641479072,0.29990631,0.219987736,,0.303007563,1.8029961179810279,0.43762298072736644,-1.6597898518341396
GCA_016184315,,0.350916193,0.360934264,0.453782701,0.335554716,0.388463926,0.79019551,0.226851376,0.478538405,0.398067295,0.226476348,0.116332188,0.178621319,0.305754963,0.295452671,0.518075544,0.8050977403561805,-0.7477555541957943,-0.05221441372996708
GCA_016185435,0.231618073,0.030540078,0.183490972,0.181487526,,0.289845821,0.170317091,0.13681285,0.115039985,0.058680803,0.150782624,0.164498945,0.075009342,0.124110296,,0.301405726,-3.3146499298423255,-0.006487940122537384,-0.17730351332085037
GCA_016185555,0.303480604,0.177708891,0.345982692,0.252909968,,0.155171972,0.464421874,0.332541412,0.317992615,0.192433317,0.137598374,0.471859344,0.181268341,0.114378319,,0.294242779,-1.2088650557148983,-1.2340705308855264,-0.6108681643221942
GCA_016185565,0.368976124,0.168603858,0.318737688,0.223160118,0.366466789,0.184201161,0.382337447,0.400486912,0.281660204,0.147077367,0.170248114,0.619044089,0.194703424,0.181397535,0.176018116,0.212015996,-1.2865173540050114,-1.0123181289258956,-0.9653058037379069
GCA_016185605,0.353619219,0.203467486,0.379722287,0.243873897,0.449150037,0.19332888,0.322055139,0.373445904,0.313824247,0.181396542,0.109887533,,0.203444354,0.18992725,,0.221412392,-1.1861778636487306,-0.5588453081681768,-0.5163403545905784
GCA_016185625,0.339444873,0.208245694,0.443932402,0.548447701,,0.428573496,0.465300784,0.613857801,0.6097945,0.436276198,0.219450234,0.763455999,0.545289272,0.368634951,,0.164520228,2.1397137372661543,-0.9323486279808381,-0.6792030945547853
GCA_016185635,0.332735266,0.216092116,0.590414583,0.256812588,,0.21211805,0.49777568,0.368082298,0.278189722,0.174033386,0.183408436,0.530176057,0.191539966,0.163767786,,0.214427391,-0.5706471650708063,-1.6183312160598076,-0.37094120540751446
GCA_016185685,0.410351988,0.209503124,0.311280656,0.522692738,,0.41010186,0.561236371,0.659833978,0.66365939,0.428410884,0.237609939,0.678937501,0.664351229,0.367097511,,0.221358654,2.4308108809749096,-0.5961107497185476,-0.8095609635407963
GCA_016185715,0.473492778,0.451016818,0.191500205,0.439346792,,0.331281336,,0.488446939,0.280476578,0.395373707,0.140754496,0.585192359,0.230602799,,,0.308114701,0.6685029217861134,-0.04021674435554467,-1.0132967140019138
GCA_016186365,0.473710819,0.361979342,,0.404503978,,0.379125546,0.510017168,0.525699416,,0.201797675,0.334676438,,0.444776826,0.44455326,,0.369535168,1.3095864850024332,0.014133422170497968,0.1343437133955421
GCA_016186375,0.688980414,0.338691841,,0.409367914,,0.415882682,0.676474281,0.65355367,,0.266004636,0.410055875,,,0.419819007,,0.417019422,2.1682847831082794,-0.03992690713536183,-0.41390869146565407
GCA_016186855,,,0.15037793,0.174776803,0.300276904,0.522826711,0.235904985,0.035702569,0.127600428,0.127536796,0.374879913,0.413033012,0.192297505,0.074528196,,0.033370966,-2.1009053452266353,1.3096806851925844,-0.534838126704192
GCA_016187335,0.303119101,0.030264611,0.16266003,0.120796262,,0.239101274,0.127032422,0.145443368,0.188240151,0.068762067,0.153918887,0.155164658,0.043541116,0.128557541,0.045630264,0.117146656,-4.0326881886099475,0.1482764547334616,-0.690153066582476
GCA_016187365,0.267556227,0.025183478,0.165993513,0.119016619,,0.218730149,0.12584308,0.183410868,0.151964758,0.042782454,0.146847809,0.156235732,0.041605308,0.097458124,,0.087515321,-3.8410212471861094,0.29981076608113455,-0.3277883192179129
GCA_016187395,0.28875897,,,,,0.180538711,0.100526553,0.226043098,0.219268205,0.043020613,0.083077371,0.151873722,0.101937263,0.093102056,,0.057376604,-2.9928755423779876,-0.15395261027824084,-0.4274561563699218
GCA_016187405,,0.028700334,0.154264239,0.18967703,,0.175162713,0.165192653,0.253308094,0.066656096,0.032277923,0.238595881,0.086134484,0.26881577,,,0.147843211,-3.0008613641296917,0.6384757766035496,0.18483923876607522
GCA_016187415,0.181070659,0.021616063,0.144161688,0.175704658,,0.199805787,0.14322269,0.253858782,0.047548017,0.027410508,0.204311275,0.013381066,0.175853087,0.115693067,0.05787383,0.157643876,-4.229030393142221,0.3312636490388624,-0.5446728749930022
GCA_016187565,0.496279212,0.304413305,0.214230286,0.351016609,0.450447913,0.350203337,0.609275881,0.521818876,0.284233893,0.426030881,0.154526306,0.347844094,0.287639599,0.268628577,,0.230060866,0.6290318985945705,0.5213926688101621,-1.3169239869075668
GCA_016187745,0.049101347,0.114909395,0.192529003,0.149202573,,0.478422087,0.22959501,0.025950774,0.191204905,0.160550144,0.353039563,0.364768231,0.177743227,,,0.084239478,-2.455689293155591,1.1527695262408486,0.43303032417982334
GCA_016188045,0.41855857,0.182319464,0.382667272,0.259864766,,0.208323943,0.432946621,0.35090118,0.301666253,0.195916545,0.18241548,0.475467516,0.205090952,0.176840478,,0.197393007,-0.8523325832465276,-0.8722490300474506,-0.5838517253541113
GCA_016188065,0.328467198,0.235973526,0.335854434,0.303386182,,0.184852127,0.325475131,0.360285026,0.427734791,0.24129199,0.17151434,,0.19955019,0.168565128,,0.269329132,-0.9135346440387072,-0.8300056823426617,-0.17094515776104274
GCA_016188115,0.403005547,0.184690569,0.28716858,0.614100699,,0.404014636,0.660756893,0.845923872,0.738017217,0.51737925,0.183605232,,0.611824386,0.375503082,,0.173647258,2.5175372334213884,-0.4498051478807326,-1.0602437892384058
GCA_016188175,,,,,,,,,,,,,0.2357623,,,,-0.13870611155926238,-0.05400599806867044,-0.02721266959768272
GCA_016188205,0.408787734,0.288219895,0.222719758,0.314593483,0.384804277,0.308307008,0.477005697,0.490743402,0.33356765,0.328071499,0.150935576,0.405729968,0.321261944,0.292086877,,0.039744951,-0.13689394880465783,0.47049485164547156,-0.914369768445131
GCA_016188215,0.464325953,0.395252646,0.24778477,0.34864735,0.424007855,0.295446379,0.48392556,0.45884721,0.264296393,0.348728724,0.144230414,0.512928421,0.230580602,0.214136415,0.161047089,0.267118354,0.04986333957076381,-0.10555852826065958,-1.4708320871574168
GCA_016188265,0.442435349,0.244689021,0.221711828,0.428143056,0.353264589,0.275368198,0.35389022,0.608390287,0.3052781,0.2357603,0.149217298,0.44513128,,0.1747837,,0.236449067,-0.17898396548700105,-0.4137041455807534,-1.214398974624438
GCA_016188825,0.565973313,0.32111436,,0.453029522,,0.430993016,0.62101381,0.727425389,0.598507219,0.275252855,0.436532536,,0.502959467,0.443658333,,0.391723329,2.6034759089415376,-0.11568478321564422,-0.032476551120560374
GCA_016188895,0.474540241,0.385320199,,0.41300572,,0.399036443,0.573890676,0.5591044,,0.218576324,0.347324936,,0.440042926,,,0.390966617,1.2753315682529929,-0.17836964316504833,-0.5157592080053418
GCA_016188965,0.269087871,0.121850207,0.291550043,0.084528278,,0.45633493,0.434047642,0.215538114,0.246221737,0.249312001,0.288083389,,0.429296143,0.106580126,,0.168600008,-1.1446334622709935,0.4775335802395746,-0.35269166526149953
GCA_016192905,0.388521203,0.323883423,0.225535779,0.368635899,,0.304175438,0.480425051,0.46168673,0.293377706,0.341034207,0.116355282,0.403516838,0.281340017,0.187462745,0.165195978,0.011952603,-0.7099944583702947,0.14228100757903944,-1.6006698563080994
GCA_016192915,0.39913627,0.304754959,0.196080815,0.350578839,,0.259248806,0.366588642,0.645933745,0.296679263,0.365688137,0.147865486,0.322801064,0.246751123,0.288151346,0.174514313,0.112875267,-0.48929506823108915,0.2376845500679271,-0.9834040706191411
GCA_016192945,0.401247456,0.334274744,0.253910166,0.393523767,,0.322894099,0.520309032,0.544715026,0.28081951,0.308464682,0.12575104,0.408942218,0.314937071,0.266847917,0.150411664,0.05441498,-0.2592670797701615,0.010039398802952468,-1.4944681079499058
GCA_016192995,0.39046374,0.38211657,0.240830252,0.522750217,,0.315952834,0.458264125,0.502565778,0.322569493,0.284619299,0.206557659,,0.263462703,0.315982846,,0.337765731,0.5164469086243088,-0.2535514028782972,-0.5920550713698165
GCA_016193005,0.13436545,0.332151229,0.349419149,0.421004729,0.234755398,0.34353054,0.77470072,0.265435886,0.382088203,0.425716232,0.252931993,0.109090977,0.150464872,,0.327816548,0.560421971,0.22450618599642624,-1.0673206960967703,0.47523066262017055
GCA_016193585,0.280941431,0.035408208,0.165178827,0.106699177,,0.216122983,0.117702423,0.128941046,0.225618543,0.03851507,0.134222967,0.187098467,0.060554844,0.089985227,,0.141580908,-3.7113730240266194,0.11466403684661129,-0.22088866206273466
GCA_016194335,0.297738816,0.139906582,0.324678635,0.067982072,,0.505071234,0.418784416,0.263110778,0.317807588,0.232791501,0.302011714,,0.471675431,,,0.154674771,-0.5644889925857389,0.6262481528900135,0.15379154497761396
GCA_016196285,0.727361924,0.328415948,,0.416557839,,0.418692442,0.731726648,0.761768619,0.6687506,0.258980574,0.428375181,,0.46035974,0.253068498,,0.368304202,2.6527034380971846,-0.43152180203248397,-0.9149322837485345
GCA_016198125,0.06466915,0.119068935,0.181077089,0.184387908,0.304991569,0.560035089,0.248897603,0.041842169,0.058532095,0.114530411,0.342902268,0.290062194,0.187994259,,,0.048889895,-2.665048591549543,1.3348733146294645,0.21480624186244224
GCA_016198585,0.217501232,0.03405765,0.182495489,0.170957607,,0.270399335,0.177423237,0.189728554,0.231544151,0.069019752,0.173222993,0.126206337,0.054670842,0.038687436,,0.265966598,-3.3702508746632955,-0.10511900122830141,-0.3001932596316065
GCA_016198605,0.249949668,0.032231083,0.164124086,0.192262993,,0.323584729,0.172725267,0.171773159,0.148169976,0.08562679,0.164027319,0.167495627,,0.099945846,,0.262366639,-2.8211439216891847,0.29305159779757545,-0.30542885818144666
GCA_016198685,0.286294348,0.051054934,0.175741627,0.14689207,,0.184370203,0.128807132,0.140827676,0.156197537,0.04908925,0.171026401,0.160206201,0.095437173,0.079480657,,0.121435087,-3.6843141212463704,0.22008557227535058,-0.2531023031322909
GCA_016198705,0.157149775,0.020421554,0.148286241,0.154010237,,0.18652912,0.152886136,0.242671282,0.127227084,0.038842541,0.20954628,0.027342086,0.131660442,0.17342869,0.075403842,0.217469395,-4.020534979567607,0.17381936145645038,-0.14286503299212366
GCA_016198725,0.470284888,0.303508021,0.170939487,0.592360232,,0.318379747,0.308193051,0.627935116,0.382270643,0.270077168,0.168717564,0.654942603,0.227769141,0.14965773,,0.174155721,0.25975195441548826,-0.478586643332859,-1.848434961487745
GCA_016198755,,,,,,0.177975559,0.155943001,0.130489374,0.150798614,,,0.085683563,0.112105009,,,0.068572772,-2.096831137729549,0.8260618955147788,0.543232778897422
GCA_016200035,0.161073481,0.81556681,0.359309822,,0.651334269,0.647562421,0.757692982,0.247613863,0.73140333,0.653900865,0.216607798,0.112242887,0.210116451,0.778225771,0.723568267,0.808729454,4.352595350787149,1.6433944479725424,2.3904061870392055
GCA_016202785,,,0.186532668,0.196503232,,,,0.147598847,0.170364604,,0.200540009,,0.05882671,0.093035376,,0.250217807,-1.6612757762013552,0.31704161135450165,-0.6667762898527173
GCA_016202815,0.151917148,0.027751709,0.181839594,0.123968259,,0.192170562,0.154994484,0.210521336,0.119679367,0.008999742,0.198466404,0.140058334,0.086282751,,,0.223143851,-3.501242543397905,0.1933443687795392,0.532289401357019
GCA_016202845,,0.045647933,0.170001815,0.154650662,,0.218391999,0.122570383,0.204161174,0.199939494,0.004285925,0.171150197,0.143425437,0.046912415,0.071325685,,0.131412412,-3.599788361455557,0.13287086657642175,-0.42123803080485817
